id,campaign_url,title_wc,short_wc,story_wc,collected_amt,donation_target_amt,is_org,img_cnt,vid_cnt,donor_cnt,fundraiser_cnt,update_cnt,reward_cnt,max_reward,min_reward,total_weight,median_weight,avg_weight,fb_reaction_count,fb_comment_count,fb_share_count
2059,https://kitabisa.com/waduripintar,6.0,10.0,1018.0,1092340.0,15000000,0.0,17.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.14564642414999998,0.0005240533241730001,0.00019735287825200002,4,1,9
2060,https://kitabisa.com/bantuandanauntukleuk,5.0,23.0,199.0,45059051.0,50000000,0.0,30.0,0.0,175.0,1.0,8.0,0.0,0.0,0.0,0.461245138129,0.0,0.000158340246526,21,2,22
2061,https://kitabisa.com/barakwargabhakti,6.0,21.0,947.0,802402.0,15000000,0.0,19.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.138132026101,0.0,0.000190264498762,643,4,11
2062,https://kitabisa.com/ulangtahungeorge,5.0,16.0,370.0,751979.0,1000000,0.0,8.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.520960854259,0.0,0.000136377186979,9,1,3
2063,https://kitabisa.com/mpcineretetehyuli,6.0,23.0,121.0,660416.0,2000000,0.0,6.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.278310007734,0.0,0.000210362817637,0,0,0
2064,https://kitabisa.com/feradigitaldetox,6.0,27.0,965.0,742156.0,2000000,0.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0607045261273,0.0,0.00013400557644,115,33,23
2065,https://kitabisa.com/ikadoubletigers,6.0,14.0,262.0,20000.0,1000000,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.8048761453599997,0.000642634257797,0.000330684526449,0,0,0
2066,https://kitabisa.com/bantuibusayawirausah,6.0,24.0,618.0,796862.0,50000000,0.0,11.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.21722455829999998,0.0006362884631950001,0.000206095406357,15,0,12
2067,https://kitabisa.com/pedulianakkarimun,3.0,18.0,352.0,1751398.0,5000000,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.381115117743,0.0003443377763430001,0.00022352792829499998,51,4,10
2068,https://kitabisa.com/ibnudigitaldetox,6.0,27.0,965.0,1553183.0,5000000,0.0,10.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.245560096231,0.0,0.000151113905373,12,0,8
2069,https://kitabisa.com/peduliumi,2.0,26.0,412.0,1337172.0,15000000,0.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.8048761453599997,0.000642634257797,0.000330684526449,6,1,6
2070,https://kitabisa.com/tamanbaruuntuksaaja,4.0,22.0,245.0,400218.0,10000000,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.314967609619,0.0,0.00020748854388599996,15,0,6
2071,https://kitabisa.com/torajamarathon,4.0,24.0,407.0,1001837.0,100000000,0.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.107444242217,0.0,0.000129139714203,0,0,0
2072,https://kitabisa.com/negeriseribudarwis,5.0,23.0,884.0,1825129.0,15555555,0.0,11.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.284646109559,0.0,0.00016763610692500003,67,0,6
2073,https://kitabisa.com/hatiuntukadikmalika,4.0,24.0,424.0,150222.0,100000000,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.46699472526600005,0.0,0.000128826131108,172,33,39
2074,https://kitabisa.com/resolusisehatdimas,3.0,22.0,117.0,20000.0,1000000,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.24531130087900002,0.0,0.000162135691262,0,0,0
2075,https://kitabisa.com/kakikupk,6.0,19.0,668.0,22307464.0,22000000,0.0,18.0,0.0,142.0,6.0,3.0,0.0,0.0,0.0,0.0848657022252,0.0,0.00020954494376599996,121,17,51
2076,https://kitabisa.com/supportokta,4.0,11.0,153.0,4448769.0,4000000,0.0,4.0,0.0,55.0,1.0,3.0,0.0,0.0,0.0,0.51066281117,0.000350931842789,0.00022706216592700002,0,0,1
2077,https://kitabisa.com/musholladanmadrasahu,8.0,10.0,196.0,53542352.0,200000000,0.0,8.0,0.0,191.0,2.0,3.0,0.0,0.0,0.0,0.113721690754,0.0,0.00021059572361800002,223,77,209
2078,https://kitabisa.com/bukuuntukpapua1,1.0,24.0,355.0,31782024.0,30000000,0.0,11.0,1.0,68.0,0.0,0.0,6.0,5000000.0,50000.0,0.224769103213,0.00041470257626199995,0.000257762733043,1,0,1
2079,https://kitabisa.com/rumahsenja,8.0,16.0,970.0,306661.0,5000000,0.0,7.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.210541773112,0.0,0.000166831832894,8,0,6
2080,https://kitabisa.com/kakekrahman,5.0,25.0,566.0,4233447.0,7000000,0.0,4.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.533957738519,0.0,0.000158303509789,6015,24,28
2081,https://kitabisa.com/nr4eddyson,5.0,21.0,176.0,37599216.0,50000000,0.0,16.0,1.0,48.0,2.0,1.0,0.0,0.0,0.0,0.412833098206,0.000794348921123,0.000207453818194,13,2,10
2082,https://kitabisa.com/pesatramea,7.0,18.0,616.0,6093207.0,120000000,0.0,10.0,1.0,28.0,1.0,1.0,1.0,2000000.0,2000000.0,0.21918876857500003,0.0,0.000381197858391,77,2,46
2083,https://kitabisa.com/feytisyndrom,7.0,20.0,248.0,4251124.0,50000000,0.0,8.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.495969243841,0.000273000978706,0.00021820028325599997,610,5,7
2084,https://kitabisa.com/puloacehhayeu,7.0,21.0,572.0,391862.0,20000000,0.0,10.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.112149508853,0.0,0.00013351132006299998,60,19,11
